id,rank,symbol,name,supply,maxSupply,marketCapUsd,volumeUsd24Hr,priceUsd,changePercent24Hr,vwap24Hr,explorer
arweave,81,AR,Arweave,65454185.0000000000000000,66000000.0000000000000000,278157320.6511761173251445,1718704.5236288817150081,4.2496491347524397,-0.0266733192702178,4.2392044365831917,https://viewblock.io/arweave
1inch,82,1INCH,1inch Network,1034878815.9026903000000000,,273455207.2230830121689673,10417692.5468240640833168,0.2642388683785716,-1.5658573175191606,0.2660240253261657,https://etherscan.io/token/0x111111111117dc0aa78b770fa6a738034120c302
zilliqa,83,ZIL,Zilliqa,15867699446.7699000000000000,21000000000.0000000000000000,271797254.5076137567750829,7588690.8888078380283328,0.0171289641210681,0.2967783323800277,0.0171791705479685,https://etherscan.io/token/0x05f4a42e251f2d52b8ed15e9fedaacfcef1fad27
oasis-network,84,ROSE,Oasis Network,6542267493.0000000000000000,10000000000.0000000000000000,270054191.6844042192031146,2456615.2396682286081986,0.0412783781729122,-0.7912110060221063,0.0415600288378567,https://www.oasisscan.com/
gnosis-gno,85,GNO,Gnosis,2589588.0000000000000000,3000000.0000000000000000,265510679.7401667054045648,2919553.1718330283321066,102.5300857666032996,1.2975878732537627,101.3707689439709710,https://etherscan.io/token/Gnosis
basic-attention-token,86,BAT,Basic Attention Token,1489973009.9526057000000000,1500000000.0000000000000000,260504714.3510915842718786,26780265.0818201087365945,0.1748385458065297,1.0574283032675597,0.1745973147747288,https://etherscan.io/token/Bat
pancakeswap,87,CAKE,PancakeSwap,216147396.1467151300000000,750000000.0000000000000000,253736643.9469666052086263,2951594.9519416054807652,1.1739056239878869,0.1808176757241753,1.1744009796977992,https://bscscan.com/token/0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82
just,88,JST,JUST,8902080000.0000000000000000,9900000000.0000000000000000,239785159.1279904619200000,75796659.3935121268422077,0.0269358575892365,19.8021260421735076,0.0272361382313496,https://tronscan.org/#/token20/TCFLL5dx5ZJdKnWuesXxi1VPwjLVmWZZy9
aelf,89,ELF,aelf,643572034.6591900000000000,1000000000.0000000000000000,235019321.0244980541455569,2357005.7692866820724463,0.3651795111777268,-1.3885979181025559,0.3676893858029866,https://etherscan.io/token/0xbf2179859fc6D5BEE9Bf9158632Dc51678a4100e
nem,90,XEM,NEM,8999999999.0000000000000000,8999999999.0000000000000000,234987551.7873778720207236,1291372.9370689108693766,0.0261097279792764,1.4241351645179434,0.0260395326412996,http://nembex.nem.ninja/
qtum,91,QTUM,Qtum,104755842.0000000000000000,107822406.0000000000000000,233505246.3182059700454480,8885013.0773775717853349,2.2290427136102440,-1.0752686141695241,2.2417564902593425,https://qtum.info/
loopring,92,LRC,Loopring,1331648782.6573877000000000,1374513896.0000000000000000,233215343.8354653658587796,2813978.8292171357466091,0.1751327728998255,-0.5170460702813254,0.1752893529570897,https://etherscan.io/token/0xEF68e7C694F40c8202821eDF525dE3782458639f
celo,93,CELO,Celo,511790944.0000000000000000,1000000000.0000000000000000,226250853.8975174448949312,1882495.9294615221247344,0.4420767044629798,-1.7967392117949770,0.4487934348083210,https://explorer.celo.org/blocks
singularitynet,94,AGIX,SingularityNET,1232684305.8849294000000000,2000000000.0000000000000000,226163322.8748331563096442,822458.7358824572510822,0.1834722173350566,1.7319537668392534,0.1822759729784417,https://etherscan.io/token/0x8eb24319393716668d768dcec29356ae9cffe285
enjin-coin,95,ENJ,Enjin Coin,1000000000.0000000000000000,1000000000.0000000000000000,222316024.2295608000000000,2716567.9163186353053257,0.2223160242295608,-0.1688129006990311,0.2232466948078549,https://etherscan.io/token/0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c
mask-network,96,MASK,Mask Network,82112500.0000000000000000,100000000.0000000000000000,217245861.8999151725950000,38263500.1788250740257345,2.6457099942142204,0.0711549703935136,2.6492951221895126,https://etherscan.io/token/0x69af81e73a73b40adf4f3d4223cd9b1ece623074
decred,97,DCR,Decred,15500739.7701969500000000,21000000.0000000000000000,210344633.0143272728349886,263010.4741802029982721,13.5699738291687137,-0.3270543188243525,13.5701870897650306,https://mainnet.decred.org/
theta-fuel,98,TFUEL,Theta Fuel,6282912492.0000000000000000,,207977137.5498466266288072,404590.2738015682815451,0.0331020267773366,-0.5412066026033765,0.0334349282054313,https://explorer.thetatoken.org/
helium,99,HNT,Helium,143934820.8303076600000000,223000000.0000000000000000,206844660.0608988156261537,158183.8407096337916622,1.4370717166818089,-1.0801559157228473,1.4402319796570066,https://explorer.helium.com/
aragon,100,ANT,Aragon,40029851.9298368400000000,,205098344.4339340365437345,4592313.1694740389518298,5.1236348511462008,-0.5593911507841374,5.1158971292713914,https://etherscan.io/token/Aragon
